2024-11-05 21:27:41,036 - Starting scraping of 2426 games
2024-11-05 22:49:29,952 - Game 718395 scraped successfully in 19.49 seconds
2024-11-05 22:49:51,802 - Game 718390 scraped successfully in 20.84 seconds
2024-11-05 22:50:11,027 - Game 718387 scraped successfully in 18.22 seconds
2024-11-05 22:50:25,549 - Game 718393 scraped successfully in 13.52 seconds
2024-11-05 22:50:37,386 - Game 718372 scraped successfully in 10.83 seconds
2024-11-05 22:50:46,583 - Game 718377 scraped successfully in 8.19 seconds
2024-11-05 22:50:57,318 - Game 718379 scraped successfully in 9.73 seconds
2024-11-05 22:51:06,801 - Game 718376 scraped successfully in 8.48 seconds
2024-11-05 22:51:14,607 - Game 718369 scraped successfully in 6.80 seconds
2024-11-05 22:51:26,670 - Game 718375 scraped successfully in 11.06 seconds
2024-11-05 22:51:38,683 - Game 718383 scraped successfully in 11.01 seconds
2024-11-05 22:51:57,281 - Game 718399 scraped successfully in 17.59 seconds
2024-11-05 22:52:16,303 - Game 718384 scraped successfully in 17.80 seconds
2024-11-05 22:52:32,142 - Game 718374 scraped successfully in 14.63 seconds
2024-11-05 22:52:47,457 - Game 718385 scraped successfully in 13.94 seconds
2024-11-05 22:53:01,536 - Game 718366 scraped successfully in 12.72 seconds
2024-11-05 22:53:15,943 - Game 718381 scraped successfully in 13.40 seconds
2024-11-05 22:53:31,656 - Game 718401 scraped successfully in 14.71 seconds
2024-11-05 22:53:50,828 - Game 718378 scraped successfully in 18.16 seconds
2024-11-05 22:54:11,754 - Game 718373 scraped successfully in 19.92 seconds
2024-11-05 22:54:32,150 - Game 718354 scraped successfully in 19.39 seconds
2024-11-05 22:54:53,855 - Game 718357 scraped successfully in 20.70 seconds
2024-11-05 22:55:11,892 - Game 718363 scraped successfully in 17.03 seconds
2024-11-05 22:55:22,713 - Game 718365 scraped successfully in 9.82 seconds
2024-11-05 22:55:32,624 - Game 718359 scraped successfully in 8.90 seconds
2024-11-05 22:55:42,419 - Game 718364 scraped successfully in 8.78 seconds
2024-11-05 22:55:51,544 - Game 718367 scraped successfully in 8.12 seconds
2024-11-05 22:56:01,476 - Game 718368 scraped successfully in 8.92 seconds
2024-11-05 22:56:13,011 - Game 718356 scraped successfully in 10.53 seconds
2024-11-05 22:56:29,858 - Game 718370 scraped successfully in 15.84 seconds
2024-11-05 22:56:47,899 - Game 718358 scraped successfully in 17.04 seconds
2024-11-05 22:58:07,590 - Game 718360 scraped successfully in 78.57 seconds
2024-11-05 22:58:31,631 - Game 718362 scraped successfully in 23.02 seconds
2024-11-05 22:58:49,933 - Game 718355 scraped successfully in 17.28 seconds
2024-11-05 22:59:04,282 - Game 718350 scraped successfully in 13.33 seconds
2024-11-05 22:59:20,858 - Game 718343 scraped successfully in 15.33 seconds
2024-11-05 22:59:39,058 - Game 718352 scraped successfully in 17.19 seconds
2024-11-05 22:59:57,023 - Game 718361 scraped successfully in 16.95 seconds
2024-11-05 23:00:09,815 - Game 718349 scraped successfully in 11.79 seconds
2024-11-05 23:00:20,485 - Game 718345 scraped successfully in 9.67 seconds
2024-11-05 23:00:33,124 - Game 718353 scraped successfully in 11.17 seconds
2024-11-05 23:01:40,719 - Game 718351 scraped successfully in 66.47 seconds
2024-11-05 23:01:47,210 - Game 718337 scraped successfully in 5.49 seconds
2024-11-05 23:01:54,978 - Game 718332 scraped successfully in 6.76 seconds
2024-11-05 23:02:01,674 - Game 718338 scraped successfully in 5.69 seconds
2024-11-05 23:02:10,939 - Game 718331 scraped successfully in 8.26 seconds
2024-11-05 23:02:19,421 - Game 718346 scraped successfully in 7.48 seconds
2024-11-05 23:02:26,926 - Game 718344 scraped successfully in 6.50 seconds
2024-11-05 23:02:35,419 - Game 718335 scraped successfully in 7.49 seconds
2024-11-05 23:02:43,838 - Game 718342 scraped successfully in 7.41 seconds
2024-11-05 23:02:51,814 - Game 718347 scraped successfully in 6.97 seconds
2024-11-05 23:02:59,432 - Game 718341 scraped successfully in 6.61 seconds
2024-11-05 23:03:06,354 - Game 718334 scraped successfully in 5.92 seconds
2024-11-05 23:03:15,617 - Game 718336 scraped successfully in 8.25 seconds
2024-11-05 23:03:24,433 - Game 718340 scraped successfully in 7.81 seconds
2024-11-05 23:03:32,559 - Game 718339 scraped successfully in 7.12 seconds
2024-11-05 23:03:40,208 - Game 718326 scraped successfully in 6.65 seconds
2024-11-05 23:03:48,425 - Game 718319 scraped successfully in 7.22 seconds
2024-11-05 23:03:56,367 - Game 718320 scraped successfully in 6.94 seconds
2024-11-05 23:04:04,842 - Game 718327 scraped successfully in 7.47 seconds
2024-11-05 23:04:12,789 - Game 718321 scraped successfully in 6.95 seconds
2024-11-05 23:04:20,104 - Game 718333 scraped successfully in 6.31 seconds
2024-11-05 23:04:27,917 - Game 718330 scraped successfully in 6.81 seconds
2024-11-05 23:04:37,038 - Game 718325 scraped successfully in 8.12 seconds
2024-11-05 23:04:45,426 - Game 718328 scraped successfully in 7.38 seconds
2024-11-05 23:04:53,108 - Game 718323 scraped successfully in 6.67 seconds
2024-11-05 23:05:01,151 - Game 718315 scraped successfully in 7.04 seconds
2024-11-05 23:05:10,971 - Game 718314 scraped successfully in 8.82 seconds
2024-11-05 23:05:19,363 - Game 718329 scraped successfully in 7.39 seconds
2024-11-05 23:05:26,772 - Game 718348 scraped successfully in 6.40 seconds
2024-11-05 23:05:34,962 - Game 718322 scraped successfully in 7.18 seconds
2024-11-05 23:05:43,499 - Game 718324 scraped successfully in 7.53 seconds
2024-11-05 23:05:54,338 - Game 718304 scraped successfully in 9.83 seconds
2024-11-05 23:06:10,229 - Game 718311 scraped successfully in 14.88 seconds
2024-11-05 23:06:26,205 - Game 718308 scraped successfully in 14.97 seconds
2024-11-05 23:06:39,548 - Game 718317 scraped successfully in 12.33 seconds
2024-11-05 23:06:53,999 - Game 718309 scraped successfully in 13.41 seconds
2024-11-05 23:08:04,466 - Game 718316 scraped successfully in 69.45 seconds
2024-11-05 23:08:05,476 - Game 718313 already scraped, skipping.
2024-11-05 23:08:05,477 - Game 718312 already scraped, skipping.
2024-11-05 23:08:05,477 - Game 718318 already scraped, skipping.
2024-11-05 23:08:05,478 - Game 718310 already scraped, skipping.
2024-11-05 23:08:05,478 - Game 718294 already scraped, skipping.
2024-11-05 23:08:12,817 - Game 718298 scraped successfully in 7.34 seconds
2024-11-05 23:08:22,479 - Game 718292 scraped successfully in 8.66 seconds
2024-11-05 23:08:32,672 - Game 718303 scraped successfully in 9.19 seconds
2024-11-05 23:08:47,523 - Game 718296 scraped successfully in 13.85 seconds
2024-11-05 23:09:00,629 - Game 718293 scraped successfully in 12.10 seconds
2024-11-05 23:09:12,230 - Game 718306 scraped successfully in 10.59 seconds
2024-11-05 23:09:23,227 - Game 718297 scraped successfully in 9.99 seconds
2024-11-05 23:09:34,498 - Game 718302 scraped successfully in 10.27 seconds
2024-11-05 23:09:47,840 - Game 718295 scraped successfully in 12.34 seconds
2024-11-05 23:10:15,160 - Game 718301 scraped successfully in 26.31 seconds
2024-11-05 23:10:29,659 - Game 718307 scraped successfully in 13.49 seconds
2024-11-05 23:10:45,224 - Game 718300 scraped successfully in 14.46 seconds
2024-11-05 23:11:00,447 - Game 718305 scraped successfully in 14.22 seconds
2024-11-05 23:11:13,012 - Game 718299 scraped successfully in 11.56 seconds
2024-11-05 23:11:22,638 - Game 718275 scraped successfully in 8.62 seconds
2024-11-05 23:11:30,545 - Game 718283 scraped successfully in 6.90 seconds
2024-11-05 23:11:39,842 - Game 718288 scraped successfully in 8.29 seconds
2024-11-05 23:11:48,223 - Game 718289 scraped successfully in 7.38 seconds
2024-11-05 23:11:58,338 - Game 718282 scraped successfully in 9.11 seconds
2024-11-05 23:12:08,026 - Game 718287 scraped successfully in 8.68 seconds
2024-11-05 23:12:20,353 - Game 718285 scraped successfully in 11.31 seconds
2024-11-05 23:12:32,934 - Game 718274 scraped successfully in 11.58 seconds
2024-11-05 23:12:45,511 - Game 718290 scraped successfully in 11.56 seconds
2024-11-05 23:12:58,424 - Game 718279 scraped successfully in 11.90 seconds
2024-11-05 23:13:11,916 - Game 718284 scraped successfully in 12.49 seconds
2024-11-05 23:13:24,256 - Game 718286 scraped successfully in 11.31 seconds
2024-11-05 23:13:39,790 - Game 718291 scraped successfully in 14.53 seconds
2024-11-05 23:13:40,804 - Game 718281 already scraped, skipping.
2024-11-05 23:13:40,805 - Game 718280 already scraped, skipping.
2024-11-05 23:13:40,805 - Game 718264 already scraped, skipping.
2024-11-05 23:13:40,805 - Game 718277 already scraped, skipping.
2024-11-05 23:13:40,805 - Game 718272 already scraped, skipping.
2024-11-05 23:13:40,805 - Game 718269 already scraped, skipping.
2024-11-05 23:13:40,805 - Game 718263 already scraped, skipping.
2024-11-05 23:13:40,805 - Game 718267 already scraped, skipping.
2024-11-05 23:13:40,805 - Game 718273 already scraped, skipping.
2024-11-05 23:13:54,651 - Game 718265 scraped successfully in 13.85 seconds
2024-11-05 23:15:13,329 - Game 718276 scraped successfully in 77.67 seconds
2024-11-05 23:15:14,334 - Game 718266 already scraped, skipping.
2024-11-05 23:15:14,334 - Game 718270 already scraped, skipping.
2024-11-05 23:15:28,780 - Game 718278 scraped successfully in 14.45 seconds
2024-11-05 23:15:49,624 - Game 718271 scraped successfully in 19.82 seconds
2024-11-05 23:16:10,352 - Game 718262 scraped successfully in 19.72 seconds
2024-11-05 23:16:25,419 - Game 718268 scraped successfully in 14.06 seconds
2024-11-05 23:16:40,032 - Game 718254 scraped successfully in 13.61 seconds
2024-11-05 23:16:55,714 - Game 718257 scraped successfully in 14.67 seconds
2024-11-05 23:18:07,141 - Game 718256 scraped successfully in 70.42 seconds
2024-11-05 23:18:08,147 - Game 718249 already scraped, skipping.
2024-11-05 23:18:08,147 - Game 718260 already scraped, skipping.
2024-11-05 23:18:08,147 - Game 718261 already scraped, skipping.
2024-11-05 23:18:08,147 - Game 718251 already scraped, skipping.
2024-11-05 23:18:08,147 - Game 718259 already scraped, skipping.
2024-11-05 23:18:19,989 - Game 718258 scraped successfully in 11.84 seconds
2024-11-05 23:18:34,163 - Game 718253 scraped successfully in 13.17 seconds
2024-11-05 23:18:50,755 - Game 718255 scraped successfully in 15.58 seconds
2024-11-05 23:19:12,828 - Game 718237 scraped successfully in 21.07 seconds
2024-11-05 23:19:32,040 - Game 718245 scraped successfully in 18.20 seconds
2024-11-05 23:19:54,880 - Game 718241 scraped successfully in 21.84 seconds
2024-11-05 23:20:16,170 - Game 718240 scraped successfully in 20.28 seconds
2024-11-05 23:20:34,259 - Game 718236 scraped successfully in 17.08 seconds
2024-11-05 23:20:53,370 - Game 718250 scraped successfully in 18.10 seconds
2024-11-05 23:21:13,911 - Game 718248 scraped successfully in 19.53 seconds
2024-11-05 23:21:33,564 - Game 718239 scraped successfully in 18.65 seconds
2024-11-05 23:21:55,123 - Game 718246 scraped successfully in 20.56 seconds
2024-11-05 23:23:15,002 - Game 718244 scraped successfully in 78.87 seconds
2024-11-05 23:23:16,008 - Game 718252 already scraped, skipping.
2024-11-05 23:23:16,008 - Game 718243 already scraped, skipping.
2024-11-05 23:23:16,008 - Game 718238 already scraped, skipping.
2024-11-05 23:23:16,008 - Game 718242 already scraped, skipping.
2024-11-05 23:23:16,008 - Game 718247 already scraped, skipping.
2024-11-05 23:23:30,934 - Game 718235 scraped successfully in 14.93 seconds
2024-11-05 23:23:46,473 - Game 718220 scraped successfully in 14.50 seconds
2024-11-05 23:24:02,711 - Game 718228 scraped successfully in 15.23 seconds
2024-11-05 23:25:20,590 - Game 718221 scraped successfully in 76.87 seconds
2024-11-05 23:25:21,597 - Game 718226 already scraped, skipping.
2024-11-05 23:25:21,597 - Game 718230 already scraped, skipping.
2024-11-05 23:25:21,598 - Game 718234 already scraped, skipping.
2024-11-05 23:25:21,598 - Game 718229 already scraped, skipping.
2024-11-05 23:25:35,545 - Game 718227 scraped successfully in 13.95 seconds
2024-11-05 23:25:47,418 - Game 718233 scraped successfully in 10.67 seconds
2024-11-05 23:25:59,165 - Game 718231 scraped successfully in 10.74 seconds
2024-11-05 23:26:10,939 - Game 718225 scraped successfully in 10.77 seconds
2024-11-05 23:26:23,132 - Game 718222 scraped successfully in 11.19 seconds
2024-11-05 23:26:34,627 - Game 718224 scraped successfully in 10.49 seconds
2024-11-05 23:26:48,581 - Game 718232 scraped successfully in 12.95 seconds
2024-11-05 23:27:03,801 - Game 718217 scraped successfully in 14.22 seconds
2024-11-05 23:27:21,775 - Game 718215 scraped successfully in 16.96 seconds
2024-11-05 23:27:40,074 - Game 718223 scraped successfully in 17.29 seconds
2024-11-05 23:28:00,124 - Game 718218 scraped successfully in 19.04 seconds
2024-11-05 23:28:21,092 - Game 718216 scraped successfully in 19.95 seconds
2024-11-05 23:28:40,572 - Game 718219 scraped successfully in 18.47 seconds
2024-11-05 23:29:02,205 - Game 718200 scraped successfully in 20.63 seconds
2024-11-05 23:29:16,010 - Game 718206 scraped successfully in 12.69 seconds
2024-11-05 23:29:26,286 - Game 718204 scraped successfully in 9.27 seconds
2024-11-05 23:29:36,084 - Game 718199 scraped successfully in 8.79 seconds
2024-11-05 23:29:44,713 - Game 718201 scraped successfully in 7.62 seconds
2024-11-05 23:29:53,472 - Game 718205 scraped successfully in 7.75 seconds
2024-11-05 23:30:02,821 - Game 718212 scraped successfully in 8.34 seconds
2024-11-05 23:30:13,465 - Game 718214 scraped successfully in 9.64 seconds
2024-11-05 23:30:25,370 - Game 718213 scraped successfully in 10.90 seconds
2024-11-05 23:30:38,215 - Game 718211 scraped successfully in 11.84 seconds
2024-11-05 23:31:48,918 - Game 718202 scraped successfully in 69.69 seconds
2024-11-05 23:31:49,931 - Game 718208 already scraped, skipping.
2024-11-05 23:31:49,931 - Game 718209 already scraped, skipping.
2024-11-05 23:31:49,932 - Game 718207 already scraped, skipping.
2024-11-05 23:31:49,932 - Game 718210 already scraped, skipping.
2024-11-05 23:31:49,932 - Game 718190 already scraped, skipping.
2024-11-05 23:31:49,933 - Game 718192 already scraped, skipping.
2024-11-05 23:31:49,933 - Game 718183 already scraped, skipping.
2024-11-05 23:32:00,885 - Game 718184 scraped successfully in 10.95 seconds
2024-11-05 23:32:11,694 - Game 718185 scraped successfully in 9.80 seconds
2024-11-05 23:32:23,760 - Game 718191 scraped successfully in 11.05 seconds
2024-11-05 23:32:35,900 - Game 718198 scraped successfully in 11.13 seconds
2024-11-05 23:32:47,777 - Game 718203 scraped successfully in 10.87 seconds
2024-11-05 23:32:59,613 - Game 718193 scraped successfully in 10.82 seconds
2024-11-05 23:33:12,679 - Game 718196 scraped successfully in 12.05 seconds
2024-11-05 23:33:25,184 - Game 718188 scraped successfully in 11.49 seconds
2024-11-05 23:33:36,472 - Game 718194 scraped successfully in 10.27 seconds
2024-11-05 23:33:49,868 - Game 718195 scraped successfully in 12.39 seconds
2024-11-05 23:34:03,069 - Game 718189 scraped successfully in 12.19 seconds
2024-11-05 23:34:16,403 - Game 718197 scraped successfully in 12.32 seconds
2024-11-05 23:34:29,000 - Game 718172 scraped successfully in 11.58 seconds
2024-11-05 23:34:42,061 - Game 718181 scraped successfully in 12.05 seconds
2024-11-05 23:34:55,003 - Game 718177 scraped successfully in 11.93 seconds
2024-11-05 23:35:08,719 - Game 718169 scraped successfully in 12.70 seconds
2024-11-05 23:35:18,532 - Game 718168 scraped successfully in 8.80 seconds
2024-11-05 23:35:27,190 - Game 718182 scraped successfully in 7.65 seconds
2024-11-05 23:35:28,195 - Game 718178 already scraped, skipping.
2024-11-05 23:35:28,195 - Game 718186 already scraped, skipping.
2024-11-05 23:35:28,195 - Game 718179 already scraped, skipping.
2024-11-05 23:35:28,196 - Game 718187 already scraped, skipping.
2024-11-05 23:35:28,196 - Game 718174 already scraped, skipping.
2024-11-05 23:35:28,196 - Game 718173 already scraped, skipping.
2024-11-05 23:35:28,196 - Game 718175 already scraped, skipping.
2024-11-05 23:35:35,838 - Game 718176 scraped successfully in 7.64 seconds
2024-11-05 23:35:45,326 - Game 718180 scraped successfully in 8.49 seconds
2024-11-05 23:35:52,414 - Game 718158 scraped successfully in 6.09 seconds
2024-11-05 23:36:01,439 - Game 718160 scraped successfully in 8.02 seconds
2024-11-05 23:36:09,630 - Game 718164 scraped successfully in 7.16 seconds
2024-11-05 23:36:20,329 - Game 718166 scraped successfully in 9.69 seconds
2024-11-05 23:36:35,304 - Game 718159 scraped successfully in 13.92 seconds
2024-11-05 23:36:44,975 - Game 718170 scraped successfully in 8.62 seconds
2024-11-05 23:37:00,586 - Game 718167 scraped successfully in 14.61 seconds
2024-11-05 23:37:12,933 - Game 718171 scraped successfully in 11.34 seconds
2024-11-05 23:37:24,894 - Game 718162 scraped successfully in 10.96 seconds
2024-11-05 23:37:37,012 - Game 718165 scraped successfully in 11.11 seconds
2024-11-05 23:37:49,603 - Game 718163 scraped successfully in 11.58 seconds
2024-11-05 23:38:01,525 - Game 718161 scraped successfully in 10.91 seconds
2024-11-05 23:38:13,693 - Game 718152 scraped successfully in 11.15 seconds
2024-11-05 23:38:28,952 - Game 718146 scraped successfully in 14.24 seconds
2024-11-05 23:38:41,477 - Game 718157 scraped successfully in 11.51 seconds
2024-11-05 23:38:54,339 - Game 718151 scraped successfully in 11.84 seconds
2024-11-05 23:39:07,630 - Game 718141 scraped successfully in 12.28 seconds
2024-11-05 23:39:19,217 - Game 718156 scraped successfully in 10.58 seconds
2024-11-05 23:39:31,267 - Game 718153 scraped successfully in 11.04 seconds
2024-11-05 23:39:40,564 - Game 718150 scraped successfully in 8.29 seconds
2024-11-05 23:39:49,533 - Game 718154 scraped successfully in 7.96 seconds
2024-11-05 23:39:59,341 - Game 718144 scraped successfully in 8.80 seconds
2024-11-05 23:40:08,686 - Game 718148 scraped successfully in 8.33 seconds
2024-11-05 23:40:19,003 - Game 718149 scraped successfully in 9.31 seconds
2024-11-05 23:40:28,901 - Game 718145 scraped successfully in 8.89 seconds
2024-11-05 23:40:40,076 - Game 718155 scraped successfully in 10.17 seconds
2024-11-05 23:40:51,574 - Game 718147 scraped successfully in 10.49 seconds
2024-11-05 23:41:02,711 - Game 718127 scraped successfully in 10.13 seconds
2024-11-05 23:41:13,321 - Game 718139 scraped successfully in 9.60 seconds
2024-11-05 23:41:24,467 - Game 718134 scraped successfully in 10.13 seconds
2024-11-05 23:41:34,447 - Game 718131 scraped successfully in 8.97 seconds
2024-11-05 23:41:45,002 - Game 718136 scraped successfully in 9.54 seconds
2024-11-05 23:41:55,930 - Game 718143 scraped successfully in 9.92 seconds
2024-11-05 23:42:07,320 - Game 718132 scraped successfully in 10.37 seconds
2024-11-05 23:42:21,647 - Game 718135 scraped successfully in 13.32 seconds
2024-11-05 23:42:35,003 - Game 718137 scraped successfully in 12.35 seconds
2024-11-05 23:42:49,324 - Game 718140 scraped successfully in 13.31 seconds
2024-11-05 23:42:59,683 - Game 718126 scraped successfully in 9.35 seconds
2024-11-05 23:43:10,236 - Game 718133 scraped successfully in 9.55 seconds
2024-11-05 23:43:20,495 - Game 718138 scraped successfully in 9.25 seconds
2024-11-05 23:43:30,522 - Game 718142 scraped successfully in 9.01 seconds
2024-11-05 23:43:39,704 - Game 718129 scraped successfully in 8.17 seconds
2024-11-05 23:43:50,054 - Game 718121 scraped successfully in 9.34 seconds
2024-11-05 23:44:00,529 - Game 718124 scraped successfully in 9.46 seconds
2024-11-05 23:44:10,597 - Game 718130 scraped successfully in 9.06 seconds
2024-11-05 23:44:20,137 - Game 718122 scraped successfully in 8.54 seconds
2024-11-05 23:44:31,480 - Game 718128 scraped successfully in 10.33 seconds
2024-11-05 23:44:39,861 - Game 718125 scraped successfully in 7.37 seconds
2024-11-05 23:44:49,912 - Game 718106 scraped successfully in 9.04 seconds
2024-11-05 23:44:59,820 - Game 718112 scraped successfully in 8.89 seconds
2024-11-05 23:45:09,515 - Game 718115 scraped successfully in 8.69 seconds
2024-11-05 23:45:19,357 - Game 718110 scraped successfully in 8.83 seconds
2024-11-05 23:45:29,252 - Game 718113 scraped successfully in 8.89 seconds
2024-11-05 23:45:39,553 - Game 718105 scraped successfully in 9.30 seconds
2024-11-05 23:45:50,900 - Game 718119 scraped successfully in 10.33 seconds
2024-11-05 23:46:01,743 - Game 718123 scraped successfully in 9.83 seconds
2024-11-05 23:46:10,953 - Game 718107 scraped successfully in 8.20 seconds
2024-11-05 23:46:22,070 - Game 718116 scraped successfully in 10.10 seconds
2024-11-05 23:46:32,729 - Game 718118 scraped successfully in 9.65 seconds
2024-11-05 23:47:42,980 - Game 718114 scraped successfully in 69.24 seconds
2024-11-05 23:47:52,374 - Game 718117 scraped successfully in 8.38 seconds
2024-11-05 23:48:02,247 - Game 718120 scraped successfully in 8.84 seconds
2024-11-05 23:48:10,522 - Game 718111 scraped successfully in 7.27 seconds
2024-11-05 23:48:19,892 - Game 718096 scraped successfully in 8.36 seconds
2024-11-05 23:48:28,910 - Game 718098 scraped successfully in 8.01 seconds
2024-11-05 23:48:38,454 - Game 718102 scraped successfully in 8.52 seconds
2024-11-05 23:48:48,209 - Game 718094 scraped successfully in 8.74 seconds
2024-11-05 23:48:57,587 - Game 718109 scraped successfully in 8.37 seconds
2024-11-05 23:49:07,228 - Game 718103 scraped successfully in 8.62 seconds
2024-11-05 23:49:16,987 - Game 718108 scraped successfully in 8.75 seconds
2024-11-05 23:49:26,633 - Game 718092 scraped successfully in 8.63 seconds
2024-11-05 23:49:37,172 - Game 718097 scraped successfully in 9.53 seconds
2024-11-05 23:49:47,416 - Game 718101 scraped successfully in 9.24 seconds
2024-11-05 23:49:57,849 - Game 718100 scraped successfully in 9.43 seconds
2024-11-05 23:50:07,868 - Game 718093 scraped successfully in 9.01 seconds
2024-11-05 23:50:19,059 - Game 718095 scraped successfully in 10.18 seconds
2024-11-05 23:50:28,805 - Game 718104 scraped successfully in 8.74 seconds
2024-11-05 23:50:39,359 - Game 718080 scraped successfully in 9.54 seconds
2024-11-05 23:50:48,803 - Game 718086 scraped successfully in 8.43 seconds
2024-11-05 23:51:00,774 - Game 718087 scraped successfully in 10.96 seconds
2024-11-05 23:51:10,867 - Game 718090 scraped successfully in 9.08 seconds
2024-11-05 23:51:21,651 - Game 718083 scraped successfully in 9.77 seconds
2024-11-05 23:51:31,489 - Game 718078 scraped successfully in 8.83 seconds
2024-11-05 23:51:40,766 - Game 718082 scraped successfully in 8.27 seconds
2024-11-05 23:51:50,490 - Game 718099 scraped successfully in 8.72 seconds
2024-11-05 23:52:00,384 - Game 718089 scraped successfully in 8.88 seconds
2024-11-05 23:52:10,125 - Game 718079 scraped successfully in 8.73 seconds
2024-11-05 23:53:19,240 - Game 718088 scraped successfully in 68.10 seconds
2024-11-05 23:53:20,254 - Game 718091 already scraped, skipping.
2024-11-05 23:53:20,254 - Game 718076 already scraped, skipping.
2024-11-05 23:53:20,255 - Game 718081 already scraped, skipping.
2024-11-05 23:53:20,255 - Game 718085 already scraped, skipping.
2024-11-05 23:53:20,256 - Game 718084 already scraped, skipping.
2024-11-05 23:53:20,256 - Game 718070 already scraped, skipping.
2024-11-05 23:53:20,257 - Game 718074 already scraped, skipping.
2024-11-05 23:53:20,257 - Game 718068 already scraped, skipping.
2024-11-05 23:53:20,257 - Game 718072 already scraped, skipping.
2024-11-05 23:53:20,257 - Game 718062 already scraped, skipping.
2024-11-05 23:53:20,258 - Game 718073 already scraped, skipping.
2024-11-05 23:53:20,258 - Game 718075 already scraped, skipping.
2024-11-05 23:53:20,258 - Game 718077 already scraped, skipping.
2024-11-05 23:53:20,258 - Game 718071 already scraped, skipping.
2024-11-05 23:53:20,259 - Game 718069 already scraped, skipping.
2024-11-05 23:53:20,259 - Game 718066 already scraped, skipping.
2024-11-05 23:53:20,259 - Game 718067 already scraped, skipping.
2024-11-05 23:53:20,259 - Game 718053 already scraped, skipping.
2024-11-05 23:53:20,259 - Game 718057 already scraped, skipping.
2024-11-05 23:53:20,260 - Game 718056 already scraped, skipping.
2024-11-05 23:53:20,260 - Game 718055 already scraped, skipping.
2024-11-05 23:53:20,260 - Game 718063 already scraped, skipping.
2024-11-05 23:53:20,260 - Game 718050 already scraped, skipping.
2024-11-05 23:53:20,260 - Game 718064 already scraped, skipping.
2024-11-05 23:53:20,261 - Game 718060 already scraped, skipping.
2024-11-05 23:53:20,261 - Game 718065 already scraped, skipping.
2024-11-05 23:53:20,261 - Game 718061 already scraped, skipping.
2024-11-05 23:53:20,261 - Game 718059 already scraped, skipping.
2024-11-05 23:53:20,261 - Game 718051 already scraped, skipping.
2024-11-05 23:53:20,262 - Game 718049 already scraped, skipping.
2024-11-05 23:53:20,262 - Game 718054 already scraped, skipping.
2024-11-05 23:53:20,262 - Game 718058 already scraped, skipping.
2024-11-05 23:53:20,262 - Game 718034 already scraped, skipping.
2024-11-05 23:53:20,262 - Game 718042 already scraped, skipping.
2024-11-05 23:53:20,262 - Game 718046 already scraped, skipping.
2024-11-05 23:53:20,263 - Game 718038 already scraped, skipping.
2024-11-05 23:53:20,263 - Game 718048 already scraped, skipping.
2024-11-05 23:53:20,263 - Game 718037 already scraped, skipping.
2024-11-05 23:53:20,263 - Game 718052 already scraped, skipping.
2024-11-05 23:53:20,263 - Game 718043 already scraped, skipping.
2024-11-05 23:53:20,264 - Game 718045 already scraped, skipping.
2024-11-05 23:53:20,264 - Game 718044 already scraped, skipping.
2024-11-05 23:53:20,264 - Game 718041 already scraped, skipping.
2024-11-05 23:53:20,264 - Game 718036 already scraped, skipping.
2024-11-05 23:53:20,264 - Game 718039 already scraped, skipping.
2024-11-05 23:53:20,264 - Game 718047 already scraped, skipping.
2024-11-05 23:53:20,265 - Game 718040 already scraped, skipping.
2024-11-05 23:53:20,265 - Game 718026 already scraped, skipping.
2024-11-05 23:53:20,265 - Game 718028 already scraped, skipping.
2024-11-05 23:53:20,265 - Game 718024 already scraped, skipping.
2024-11-05 23:53:20,265 - Game 718025 already scraped, skipping.
2024-11-05 23:53:20,265 - Game 718035 already scraped, skipping.
2024-11-05 23:53:20,266 - Game 718032 already scraped, skipping.
2024-11-05 23:53:20,266 - Game 718030 already scraped, skipping.
2024-11-05 23:53:20,266 - Game 718033 already scraped, skipping.
2024-11-05 23:53:20,266 - Game 718031 already scraped, skipping.
2024-11-05 23:53:20,266 - Game 718029 already scraped, skipping.
2024-11-05 23:53:20,266 - Game 718015 already scraped, skipping.
2024-11-05 23:53:20,267 - Game 718009 already scraped, skipping.
2024-11-05 23:53:20,267 - Game 718019 already scraped, skipping.
2024-11-05 23:53:20,267 - Game 718017 already scraped, skipping.
2024-11-05 23:53:20,267 - Game 718027 already scraped, skipping.
2024-11-05 23:53:20,267 - Game 718010 already scraped, skipping.
2024-11-05 23:53:20,267 - Game 718022 already scraped, skipping.
2024-11-05 23:53:20,267 - Game 718012 already scraped, skipping.
2024-11-05 23:53:20,268 - Game 718020 already scraped, skipping.
2024-11-05 23:53:20,268 - Game 718018 already scraped, skipping.
2024-11-05 23:53:20,268 - Game 718016 already scraped, skipping.
2024-11-05 23:53:20,268 - Game 718014 already scraped, skipping.
2024-11-05 23:53:20,268 - Game 718021 already scraped, skipping.
2024-11-05 23:53:20,268 - Game 718013 already scraped, skipping.
2024-11-05 23:53:20,268 - Game 718023 already scraped, skipping.
2024-11-05 23:53:20,269 - Game 717998 already scraped, skipping.
2024-11-05 23:53:20,269 - Game 718003 already scraped, skipping.
2024-11-05 23:53:20,269 - Game 717997 already scraped, skipping.
2024-11-05 23:53:20,269 - Game 717999 already scraped, skipping.
2024-11-05 23:53:20,269 - Game 718007 already scraped, skipping.
2024-11-05 23:53:20,269 - Game 717991 already scraped, skipping.
2024-11-05 23:53:20,269 - Game 717996 already scraped, skipping.
2024-11-05 23:53:20,270 - Game 718004 already scraped, skipping.
